state,county,fips,cases,deaths
Iowa,Clarke,19039,239,3
Iowa,Clay,19041,236,3
Iowa,Clayton,19043,179,3
Iowa,Clinton,19045,821,10
Iowa,Crawford,19047,832,3
Iowa,Dallas,19049,2378,39
Iowa,Davis,19051,81,2
Iowa,Decatur,19053,44,0
Iowa,Delaware,19055,212,3
Iowa,Des Moines,19057,567,5
Iowa,Dickinson,19059,424,6
Iowa,Dubuque,19061,2027,36
Iowa,Emmet,19063,221,8
Iowa,Fayette,19065,138,1
Iowa,Floyd,19067,215,3
Iowa,Franklin,19069,296,17
Iowa,Fremont,19071,58,0
Iowa,Greene,19073,54,0
Iowa,Grundy,19075,128,1
Iowa,Guthrie,19077,173,5
Iowa,Hamilton,19079,279,2
Iowa,Hancock,19081,154,2
Iowa,Hardin,19083,230,1
Iowa,Harrison,19085,147,1
Iowa,Henry,19087,279,4
Iowa,Howard,19089,132,2
Iowa,Humboldt,19091,153,2
Iowa,Ida,19093,40,0
Iowa,Iowa,19095,113,1
Iowa,Jackson,19097,208,1
Iowa,Jasper,19099,585,30
Iowa,Jefferson,19101,117,0
Iowa,Johnson,19103,3828,26
Iowa,Jones,19105,170,2
Iowa,Keokuk,19107,60,1
Iowa,Kossuth,19109,121,0
Iowa,Lee,19111,409,5
Iowa,Linn,19113,2971,94
Iowa,Louisa,19115,397,14
Iowa,Lucas,19117,93,5
Iowa,Lyon,19119,148,2
Iowa,Madison,19121,164,2
Iowa,Mahaska,19123,216,18
Iowa,Marion,19125,475,0
Iowa,Marshall,19127,1639,32
Iowa,Mills,19129,128,1
Iowa,Mitchell,19131,109,0
Iowa,Monona,19133,107,1
Iowa,Monroe,19135,107,8
Iowa,Montgomery,19137,76,5
Iowa,Muscatine,19139,959,51
Iowa,O'Brien,19141,196,7
Iowa,Osceola,19143,99,0
Iowa,Page,19145,112,0
Iowa,Palo Alto,19147,112,0
Iowa,Plymouth,19149,737,18
Iowa,Pocahontas,19151,130,2
Iowa,Polk,19153,13292,225
Iowa,Pottawattamie,19155,1631,34
Iowa,Poweshiek,19157,184,8
Iowa,Ringgold,19159,32,1
Iowa,Sac,19161,114,0
Iowa,Scott,19163,2208,21
Iowa,Shelby,19165,215,1
Iowa,Sioux,19167,893,3
Iowa,Story,19169,2362,16
Iowa,Tama,19171,622,29
Iowa,Taylor,19173,113,1
Iowa,Union,19175,93,3
Iowa,Van Buren,19177,101,1
Iowa,Wapello,19179,1082,49
Iowa,Warren,19181,775,5
Iowa,Washington,19183,336,11
Iowa,Wayne,19185,48,2
Iowa,Webster,19187,1006,8
Iowa,Winnebago,19189,161,8
Iowa,Winneshiek,19191,217,3
Iowa,Woodbury,19193,4126,56
Iowa,Worth,19195,79,0
Iowa,Wright,19197,519,1
Kansas,Allen,20001,24,0
Kansas,Anderson,20003,33,0
Kansas,Atchison,20005,219,1
Kansas,Barber,20007,5,0
Kansas,Barton,20009,267,5
Kansas,Bourbon,20011,92,2
Kansas,Brown,20013,68,0
Kansas,Butler,20015,430,2
Kansas,Chase,20017,65,0
Kansas,Chautauqua,20019,8,0
Kansas,Cherokee,20021,241,2
Kansas,Cheyenne,20023,6,0
Kansas,Clark,20025,47,1
Kansas,Clay,20027,32,2
Kansas,Cloud,20029,52,1
Kansas,Coffey,20031,79,8
Kansas,Comanche,20033,9,0
Kansas,Cowley,20035,249,3
Kansas,Crawford,20037,515,1
Kansas,Decatur,20039,6,0
Kansas,Dickinson,20041,70,1
Kansas,Doniphan,20043,62,0
Kansas,Douglas,20045,1303,8
Kansas,Edwards,20047,23,0
Kansas,Elk,20049,1,0
Kansas,Ellis,20051,343,1
Kansas,Ellsworth,20053,25,0
Kansas,Finney,20055,1872,12
Kansas,Ford,20057,2309,10
Kansas,Franklin,20059,258,2
Kansas,Geary,20061,281,2
Kansas,Gove,20063,10,0
Kansas,Graham,20065,25,1
Kansas,Grant,20067,159,3
Kansas,Gray,20069,87,0
Kansas,Greeley,20071,5,0
Kansas,Greenwood,20073,25,0
Kansas,Hamilton,20075,44,0
Kansas,Harper,20077,110,0
Kansas,Harvey,20079,288,5
Kansas,Haskell,20081,57,0
Kansas,Hodgeman,20083,14,0
Kansas,Jackson,20085,201,1
Kansas,Jefferson,20087,117,0
Kansas,Jewell,20089,14,1
Kansas,Johnson,20091,8050,116
Kansas,Kearny,20093,72,1
Kansas,Kingman,20095,40,0
Kansas,Kiowa,20097,9,0
Kansas,Labette,20099,183,1
Kansas,Lane,20101,7,0
Kansas,Leavenworth,20103,1674,9
Kansas,Lincoln,20105,8,0
Kansas,Linn,20107,55,0
Kansas,Logan,20109,3,0
Kansas,Lyon,20111,855,17
Kansas,Marion,20115,64,1
Kansas,Marshall,20117,14,0
Kansas,McPherson,20113,195,1
Kansas,Meade,20119,71,0
Kansas,Miami,20121,194,0
Kansas,Mitchell,20123,30,0
Kansas,Montgomery,20125,244,5
Kansas,Morris,20127,20,0
Kansas,Morton,20129,10,2
Kansas,Nemaha,20131,55,1
Kansas,Neosho,20133,82,0
Kansas,Ness,20135,22,0
Kansas,Norton,20137,23,0
Kansas,Osage,20139,63,0
Kansas,Osborne,20141,4,0
Kansas,Ottawa,20143,40,0
Kansas,Pawnee,20145,210,0
Kansas,Phillips,20147,51,8
Kansas,Pottawatomie,20149,151,0
Kansas,Pratt,20151,44,0
Kansas,Rawlins,20153,1,0
Kansas,Reno,20155,740,1
Kansas,Republic,20157,38,0
Kansas,Rice,20159,44,1
Kansas,Riley,20161,822,5
Kansas,Rooks,20163,25,0
Kansas,Rush,20165,18,0
Kansas,Russell,20167,27,0
Kansas,Saline,20169,460,9
Kansas,Scott,20171,95,1
Kansas,Sedgwick,20173,7093,50
Kansas,Seward,20175,1341,4
Kansas,Shawnee,20177,2125,22
Kansas,Sheridan,20179,8,0
Kansas,Sherman,20181,17,0
Kansas,Smith,20183,3,0
Kansas,Stafford,20185,35,1
Kansas,Stanton,20187,43,2
Kansas,Stevens,20189,67,0
Kansas,Sumner,20191,121,3
Kansas,Thomas,20193,52,0
Kansas,Trego,20195,24,1
Kansas,Wabaunsee,20197,54,0
Kansas,Wallace,20199,1,0
Kansas,Washington,20201,5,0
Kansas,Wichita,20203,4,0
Kansas,Wilson,20205,21,0
Kansas,Woodson,20207,12,0
Kansas,Wyandotte,20209,6022,113
Kentucky,Adair,21001,267,19
Kentucky,Allen,21003,253,9
Kentucky,Anderson,21005,115,1
Kentucky,Ballard,21007,42,0
Kentucky,Barren,21009,499,8
Kentucky,Bath,21011,65,1
Kentucky,Bell,21013,395,7
Kentucky,Boone,21015,1290,25
Kentucky,Bourbon,21017,123,1
Kentucky,Boyd,21019,239,4
Kentucky,Boyle,21021,208,0
Kentucky,Bracken,21023,37,0
Kentucky,Breathitt,21025,55,0
Kentucky,Breckinridge,21027,95,2
Kentucky,Bullitt,21029,617,5
Kentucky,Butler,21031,321,16
Kentucky,Caldwell,21033,79,0
Kentucky,Calloway,21035,395,6
Kentucky,Campbell,21037,692,13
Kentucky,Carlisle,21039,60,1
Kentucky,Carroll,21041,191,3
Kentucky,Carter,21043,113,3
Kentucky,Casey,21045,250,15
Kentucky,Christian,21047,872,13
Kentucky,Clark,21049,243,8
Kentucky,Clay,21051,214,6
Kentucky,Clinton,21053,71,1
Kentucky,Crittenden,21055,50,1
Kentucky,Cumberland,21057,89,0
Kentucky,Daviess,21059,975,12
Kentucky,Edmonson,21061,132,12
Kentucky,Elliott,21063,25,0
Kentucky,Estill,21065,41,0
Kentucky,Fayette,21067,5520,55
Kentucky,Fleming,21069,70,0
Kentucky,Floyd,21071,145,2
Kentucky,Franklin,21073,466,11
Kentucky,Fulton,21075,120,2
Kentucky,Gallatin,21077,93,8
Kentucky,Garrard,21079,119,2
Kentucky,Grant,21081,138,6
Kentucky,Graves,21083,643,29
Kentucky,Grayson,21085,258,11
Kentucky,Green,21087,161,8
Kentucky,Greenup,21089,195,2
Kentucky,Hancock,21091,56,0
Kentucky,Hardin,21093,915,9
Kentucky,Harlan,21095,293,7
Kentucky,Harrison,21097,151,0
Kentucky,Hart,21099,143,1
Kentucky,Henderson,21101,440,4
Kentucky,Henry,21103,162,2
Kentucky,Hickman,21105,66,0
Kentucky,Hopkins,21107,513,37
Kentucky,Jackson,21109,223,15
Kentucky,Jefferson,21111,12223,279
Kentucky,Jessamine,21113,457,0
Kentucky,Johnson,21115,117,1
Kentucky,Kenton,21117,1710,41
Kentucky,Knott,21119,89,1
Kentucky,Knox,21121,356,9
Kentucky,Larue,21123,95,1
Kentucky,Laurel,21125,561,5
Kentucky,Lawrence,21127,43,0
Kentucky,Lee,21129,12,0
Kentucky,Leslie,21131,40,0
Kentucky,Letcher,21133,73,2
Kentucky,Lewis,21135,162,10
Kentucky,Lincoln,21137,138,6
Kentucky,Livingston,21139,46,1
Kentucky,Logan,21141,430,26
Kentucky,Lyon,21143,37,4
Kentucky,Madison,21151,1001,3
Kentucky,Magoffin,21153,67,0
Kentucky,Marion,21155,174,2
Kentucky,Marshall,21157,187,2
Kentucky,Martin,21159,55,0
Kentucky,Mason,21161,89,2
Kentucky,McCracken,21145,504,6
Kentucky,McCreary,21147,96,0
Kentucky,McLean,21149,56,0
Kentucky,Meade,21163,145,3
Kentucky,Menifee,21165,33,0
Kentucky,Mercer,21167,111,1
Kentucky,Metcalfe,21169,86,2
Kentucky,Monroe,21171,139,2
Kentucky,Montgomery,21173,190,1
Kentucky,Morgan,21175,45,0
Kentucky,Muhlenberg,21177,681,12
Kentucky,Nelson,21179,331,2
Kentucky,Nicholas,21181,22,1
Kentucky,Ohio,21183,417,9
Kentucky,Oldham,21185,810,23
Kentucky,Owen,21187,80,0
Kentucky,Owsley,21189,34,0
Kentucky,Pendleton,21191,63,0
Kentucky,Perry,21193,287,7
Kentucky,Pike,21195,314,3
Kentucky,Powell,21197,76,0
Kentucky,Pulaski,21199,552,7
Kentucky,Robertson,21201,6,0
Kentucky,Rockcastle,21203,121,0
Kentucky,Rowan,21205,159,0
Kentucky,Russell,21207,180,6
Kentucky,Scott,21209,572,5
Kentucky,Shelby,21211,900,23
Kentucky,Simpson,21213,208,7
Kentucky,Spencer,21215,169,0
Kentucky,Taylor,21217,203,5
Kentucky,Todd,21219,139,0
Kentucky,Trigg,21221,85,0
Kentucky,Trimble,21223,46,0
Kentucky,Union,21225,100,1
Kentucky,Warren,21227,3284,27
Kentucky,Washington,21229,122,1
Kentucky,Wayne,21231,95,0
Kentucky,Webster,21233,115,2
Kentucky,Whitley,21235,195,2
Kentucky,Wolfe,21237,27,0
Kentucky,Woodford,21239,207,0
Louisiana,Acadia,22001,2808,93
Louisiana,Allen,22003,1443,37
Louisiana,Ascension,22005,3324,92
Louisiana,Assumption,22007,664,22
Louisiana,Avoyelles,22009,1279,44
Louisiana,Beauregard,22011,940,31
Louisiana,Bienville,22013,417,31
Louisiana,Bossier,22015,2693,92
Louisiana,Caddo,22017,7407,318
Louisiana,Calcasieu,22019,7439,182
Louisiana,Caldwell,22021,278,3
Louisiana,Cameron,22023,203,1
Louisiana,Catahoula,22025,369,6
Louisiana,Claiborne,22027,373,13
Louisiana,Concordia,22029,433,10
Louisiana,De Soto,22031,816,33
Louisiana,East Baton Rouge,22033,13727,411
Louisiana,East Carroll,22035,532,3
Louisiana,East Feliciana,22037,1079,43
Louisiana,Evangeline,22039,1115,24
Louisiana,Franklin,22041,1081,29
Louisiana,Grant,22043,430,27
Louisiana,Iberia,22045,2711,87
Louisiana,Iberville,22047,1331,54
Louisiana,Jackson,22049,470,21
Louisiana,Jefferson,22051,16438,545
Louisiana,Jefferson Davis,22053,1160,35
Louisiana,LaSalle,22059,382,5
Louisiana,Lafayette,22055,8251,110
Louisiana,Lafourche,22057,3263,108
Louisiana,Lincoln,22061,905,40
Louisiana,Livingston,22063,3368,65
Louisiana,Madison,22065,790,7
Louisiana,Morehouse,22067,595,17
Louisiana,Natchitoches,22069,920,22
Louisiana,Orleans,22071,11494,577
Louisiana,Ouachita,22073,5468,128
Louisiana,Plaquemines,22075,521,19
Louisiana,Pointe Coupee,22077,941,37
Louisiana,Rapides,22079,3827,135
Louisiana,Red River,22081,318,20
Louisiana,Richland,22083,686,9
Louisiana,Sabine,22085,742,13
Louisiana,St. Bernard,22087,1233,27
Louisiana,St. Charles,22089,1643,55
Louisiana,St. Helena,22091,367,2
Louisiana,St. James,22093,759,36
Louisiana,St. John the Baptist,22095,1513,95
Louisiana,St. Landry,22097,3096,112
Louisiana,St. Martin,22099,1964,56
Louisiana,St. Mary,22101,1757,69
Louisiana,St. Tammany,22103,6037,236
Louisiana,Tangipahoa,22105,4030,97
Louisiana,Tensas,22107,147,1
Louisiana,Terrebonne,22109,3333,98
Louisiana,Union,22111,823,39
Louisiana,Vermilion,22113,1861,44
Louisiana,Vernon,22115,956,39
Louisiana,Washington,22117,1460,60
Louisiana,Webster,22119,1030,19
Louisiana,West Baton Rouge,22121,832,39
Louisiana,West Carroll,22123,312,9
Louisiana,West Feliciana,22125,549,20
Louisiana,Winn,22127,546,16
Maine,Androscoggin,23001,612,10
Maine,Aroostook,23003,38,1
Maine,Cumberland,23005,2187,70
Maine,Franklin,23007,53,1
Maine,Hancock,23009,45,1
Maine,Kennebec,23011,188,11
Maine,Knox,23013,29,1
Maine,Lincoln,23015,36,1
Maine,Oxford,23017,61,0
Maine,Penobscot,23019,229,6
Maine,Piscataquis,23021,8,0
Maine,Sagadahoc,23023,60,0
Maine,Somerset,23025,51,1
Maine,Waldo,23027,69,14
Maine,Washington,23029,15,0
Maine,York,23031,830,15
Maryland,Allegany,24001,391,20
Maryland,Anne Arundel,24003,8310,236
Maryland,Baltimore,24005,15405,601
Maryland,Baltimore city,24510,14444,463
Maryland,Calvert,24009,787,28
Maryland,Caroline,24011,504,3
Maryland,Carroll,24013,1689,123
Maryland,Cecil,24015,783,31
Maryland,Charles,24017,2384,94
Maryland,Dorchester,24019,458,6
Maryland,Frederick,24021,3484,125
Maryland,Garrett,24023,63,0
Maryland,Harford,24025,2462,69
Maryland,Howard,24027,4373,117
Maryland,Kent,24029,265,24
Maryland,Montgomery,24031,19985,820
Maryland,Prince George's,24033,26527,791
Maryland,Queen Anne's,24035,544,26
Maryland,Somerset,24039,192,4
Maryland,St. Mary's,24037,1108,55
Maryland,Talbot,24041,472,4
Maryland,Washington,24043,1308,33
Maryland,Wicomico,24045,1547,47
Maryland,Worcester,24047,801,24
Massachusetts,Barnstable,25001,1852,165
Massachusetts,Berkshire,25003,702,46
Massachusetts,Bristol,25005,9757,659
Massachusetts,Dukes,25007,74,0
Massachusetts,Essex,25009,18835,1236
Massachusetts,Franklin,25011,428,65
Massachusetts,Hampden,25013,7908,746
Massachusetts,Hampshire,25015,1279,138
Massachusetts,Middlesex,25017,27595,2068
Massachusetts,Nantucket,25019,44,1
Massachusetts,Norfolk,25021,11006,1017
Massachusetts,Plymouth,25023,9612,741
Massachusetts,Suffolk,25025,23403,1107
Massachusetts,Worcester,25027,14154,1055
Michigan,Alcona,26001,33,2
Michigan,Alger,26003,17,0
Michigan,Allegan,26005,637,6
Michigan,Alpena,26007,132,14
Michigan,Antrim,26009,58,0
Michigan,Arenac,26011,55,3
Michigan,Baraga,26013,8,0
Michigan,Barry,26015,215,2
Michigan,Bay,26017,814,41
Michigan,Benzie,26019,46,2
Michigan,Berrien,26021,1673,70
Michigan,Branch,26023,1287,26
Michigan,Calhoun,26025,983,44
Michigan,Cass,26027,411,17
Michigan,Charlevoix,26029,74,2
Michigan,Cheboygan,26031,79,2
Michigan,Chippewa,26033,58,0
Michigan,Clare,26035,100,4
Michigan,Clinton,26037,488,13
Michigan,Crawford,26039,113,5
Michigan,Delta,26041,151,3
Michigan,Dickinson,26043,65,2
Michigan,Eaton,26045,510,8
Michigan,Emmet,26047,122,2
Michigan,Genesee,26049,3960,305
Michigan,Gladwin,26051,75,2
Michigan,Gogebic,26053,144,1
Michigan,Grand Traverse,26055,348,6
Michigan,Gratiot,26057,191,15
Michigan,Hillsdale,26059,302,26
Michigan,Houghton,26061,72,1
Michigan,Huron,26063,200,4
Michigan,Ingham,26065,1772,39
Michigan,Ionia,26067,301,7
Michigan,Iosco,26069,143,12
Michigan,Iron,26071,33,1
Michigan,Isabella,26073,472,9
Michigan,Jackson,26075,2547,62
Michigan,Kalamazoo,26077,1935,88
Michigan,Kalkaska,26079,66,4
Michigan,Kent,26081,8449,167
Michigan,Keweenaw,26083,2,0
Michigan,Lake,26085,29,0
Michigan,Lapeer,26087,840,42
Michigan,Leelanau,26089,90,1
Michigan,Lenawee,26091,1291,17
Michigan,Livingston,26093,1121,30
Michigan,Luce,26095,121,0
Michigan,Mackinac,26097,36,0
Michigan,Macomb,26099,12998,973
Michigan,Manistee,26101,66,1
Michigan,Marquette,26103,243,11
Michigan,Mason,26105,120,0
Michigan,Mecosta,26107,86,2
Michigan,Menominee,26109,246,0
Michigan,Midland,26111,413,11
Michigan,Missaukee,26113,44,1
Michigan,Monroe,26115,1310,27
Michigan,Montcalm,26117,227,4
Michigan,Montmorency,26119,12,0
Michigan,Muskegon,26121,1947,67
Michigan,Newaygo,26123,298,0
Michigan,Oakland,26125,17996,1163
Michigan,Oceana,26127,500,6
Michigan,Ogemaw,26129,57,4
Michigan,Ontonagon,26131,34,0
Michigan,Osceola,26133,77,0
Michigan,Oscoda,26135,29,1
Michigan,Otsego,26137,154,11
Michigan,Ottawa,26139,2133,63
Michigan,Presque Isle,26141,21,1
Michigan,Roscommon,26143,76,3
Michigan,Saginaw,26145,2510,133
Michigan,Sanilac,26151,125,7
Michigan,Schoolcraft,26153,15,0
Michigan,Shiawassee,26155,419,29
Michigan,St. Clair,26147,922,53
Michigan,St. Joseph,26149,680,11
Michigan,Tuscola,26157,451,29
Michigan,Van Buren,26159,624,16
Michigan,Washtenaw,26161,3381,124
Michigan,Wayne,26163,31178,2883
Michigan,Wexford,26165,104,4
Minnesota,Aitkin,27001,48,1
Minnesota,Anoka,27003,4681,121
Minnesota,Becker,27005,197,2
Minnesota,Beltrami,27007,319,1
Minnesota,Benton,27009,398,3
Minnesota,Big Stone,27011,34,0
Minnesota,Blue Earth,27013,1223,5
Minnesota,Brown,27015,130,2
Minnesota,Carlton,27017,188,1
Minnesota,Carver,27019,1113,4
Minnesota,Cass,27021,103,3
Minnesota,Chippewa,27023,135,1
Minnesota,Chisago,27025,311,1
Minnesota,Clay,27027,872,40
Minnesota,Clearwater,27029,19,0
Minnesota,Cook,27031,6,0
Minnesota,Cottonwood,27033,200,0
Minnesota,Crow Wing,27035,303,16
Minnesota,Dakota,27037,5867,110
Minnesota,Dodge,27039,157,0
Minnesota,Douglas,27041,166,1
Minnesota,Faribault,27043,115,0
Minnesota,Fillmore,27045,86,0
Minnesota,Freeborn,27047,400,1
Minnesota,Goodhue,27049,263,9
Minnesota,Grant,27051,55,4
Minnesota,Hennepin,27053,22984,879
Minnesota,Houston,27055,76,0
Minnesota,Hubbard,27057,44,0
Minnesota,Isanti,27059,174,0
Minnesota,Itasca,27061,196,12
Minnesota,Jackson,27063,95,1
Minnesota,Kanabec,27065,65,5
Minnesota,Kandiyohi,27067,814,1
Minnesota,Kittson,27069,7,0
Minnesota,Koochiching,27071,87,3
Minnesota,Lac qui Parle,27073,15,0
Minnesota,Lake,27075,33,0
Minnesota,Lake of the Woods,27077,7,0
Minnesota,Le Sueur,27079,375,2
Minnesota,Lincoln,27081,68,0
Minnesota,Lyon,27083,516,3
Minnesota,Mahnomen,27087,35,1
Minnesota,Marshall,27089,35,0
Minnesota,Martin,27091,231,6
Minnesota,McLeod,27085,360,1
Minnesota,Meeker,27093,108,2
Minnesota,Mille Lacs,27095,99,3
Minnesota,Morrison,27097,114,1
Minnesota,Mower,27099,1176,3
Minnesota,Murray,27101,141,1
Minnesota,Nicollet,27103,438,15
Minnesota,Nobles,27105,1863,13
Minnesota,Norman,27107,46,0
Minnesota,Olmsted,27109,2016,24
Minnesota,Otter Tail,27111,293,4
Minnesota,Pennington,27113,87,1
Minnesota,Pine,27115,152,0
Minnesota,Pipestone,27117,187,9
Minnesota,Polk,27119,199,4
Minnesota,Pope,27121,64,0
Minnesota,Ramsey,27123,9132,298
Minnesota,Red Lake,27125,29,0
Minnesota,Redwood,27127,61,0
Minnesota,Renville,27129,84,6
Minnesota,Rice,27131,1185,8
Minnesota,Rock,27133,103,0
Minnesota,Roseau,27135,73,0
Minnesota,Scott,27139,1992,31
Minnesota,Sherburne,27141,910,13
Minnesota,Sibley,27143,139,3
Minnesota,St. Louis,27137,867,23
Minnesota,Stearns,27145,3244,22
Minnesota,Steele,27147,428,2
Minnesota,Stevens,27149,45,0
Minnesota,Swift,27151,63,1
Minnesota,Todd,27153,449,2
Minnesota,Traverse,27155,21,0
Minnesota,Wabasha,27157,122,0
Minnesota,Wadena,27159,49,0
Minnesota,Waseca,27161,258,2
Minnesota,Washington,27163,2962,54
Minnesota,Watonwan,27165,438,4
Minnesota,Wilkin,27167,51,3
Minnesota,Winona,27169,427,17
Minnesota,Wright,27171,1229,6
Minnesota,Yellow Medicine,27173,85,1
Mississippi,Adams,28001,790,31
Mississippi,Alcorn,28003,624,6
Mississippi,Amite,28005,273,7
Mississippi,Attala,28007,583,25
Mississippi,Benton,28009,194,1
Mississippi,Bolivar,28011,1488,49
Mississippi,Calhoun,28013,470,10
Mississippi,Carroll,28015,291,12
Mississippi,Chickasaw,28017,584,20
Mississippi,Choctaw,28019,155,4
Mississippi,Claiborne,28021,439,16
Mississippi,Clarke,28023,462,30
Mississippi,Clay,28025,472,15
Mississippi,Coahoma,28027,975,18
Mississippi,Copiah,28029,1092,31
Mississippi,Covington,28031,719,17
Mississippi,DeSoto,28033,4585,43
Mississippi,Forrest,28035,2125,61
Mississippi,Franklin,28037,175,3
Mississippi,George,28039,684,13
Mississippi,Greene,28041,294,14
Mississippi,Grenada,28043,941,32
Mississippi,Hancock,28045,490,20
Mississippi,Harrison,28047,3285,54
Mississippi,Hinds,28049,6523,139
Mississippi,Holmes,28051,1039,54
Mississippi,Humphreys,28053,335,14
Mississippi,Issaquena,28055,97,3
Mississippi,Itawamba,28057,555,16
Mississippi,Jackson,28059,2990,60
Mississippi,Jasper,28061,480,13
Mississippi,Jefferson,28063,219,9
Mississippi,Jefferson Davis,28065,303,8
Mississippi,Jones,28067,2153,72
Mississippi,Kemper,28069,270,15
Mississippi,Lafayette,28071,1419,34
Mississippi,Lamar,28073,1438,29
Mississippi,Lauderdale,28075,1755,106
Mississippi,Lawrence,28077,402,10
Mississippi,Leake,28079,878,31
Mississippi,Lee,28081,2162,54
Mississippi,Leflore,28083,1234,75
Mississippi,Lincoln,28085,970,51
Mississippi,Lowndes,28087,1279,53
Mississippi,Madison,28089,2967,83
Mississippi,Marion,28091,781,26
Mississippi,Marshall,28093,940,12
Mississippi,Monroe,28095,1035,57
Mississippi,Montgomery,28097,408,16
Mississippi,Neshoba,28099,1429,99
Mississippi,Newton,28101,664,14
Mississippi,Noxubee,28103,518,14
Mississippi,Oktibbeha,28105,1426,46
Mississippi,Panola,28107,1293,23
Mississippi,Pearl River,28109,748,48
Mississippi,Perry,28111,293,9
Mississippi,Pike,28113,1129,45
Mississippi,Pontotoc,28115,1058,11
Mississippi,Prentiss,28117,615,12
Mississippi,Quitman,28119,320,3
Mississippi,Rankin,28121,2842,63
Mississippi,Scott,28123,1092,22
Mississippi,Sharkey,28125,250,8
Mississippi,Simpson,28127,938,39
Mississippi,Smith,28129,467,13
Mississippi,Stone,28131,312,10
Mississippi,Sunflower,28133,1258,36
Mississippi,Tallahatchie,28135,629,13
Mississippi,Tate,28137,854,32
Mississippi,Tippah,28139,545,15
Mississippi,Tishomingo,28141,551,28
Mississippi,Tunica,28143,449,12
Mississippi,Union,28145,878,21
Mississippi,Walthall,28147,563,24
Mississippi,Warren,28149,1313,46
Mississippi,Washington,28151,1983,60
Mississippi,Wayne,28153,846,21
Mississippi,Webster,28155,303,13
Mississippi,Wilkinson,28157,277,17
Mississippi,Winston,28159,694,19
Mississippi,Yalobusha,28161,363,12
Mississippi,Yazoo,28163,954,21
Missouri,Adair,29001,228,0
Missouri,Andrew,29003,127,1
Missouri,Atchison,29005,28,0
Missouri,Audrain,29007,264,1
Missouri,Barry,29009,353,4
Missouri,Barton,29011,102,0
Missouri,Bates,29013,72,1
Missouri,Benton,29015,156,1
Missouri,Bollinger,29017,125,1
Missouri,Boone,29019,2532,7
Missouri,Buchanan,29021,1298,10
Missouri,Butler,29023,373,2
Missouri,Caldwell,29025,41,1
Missouri,Callaway,29027,325,2
Missouri,Camden,29029,519,8
Missouri,Cape Girardeau,29031,1002,8
Missouri,Carroll,29033,110,0
Missouri,Carter,29035,36,1
Missouri,Cass,29037,1129,16
Missouri,Cedar,29039,51,0
Missouri,Chariton,29041,26,0
Missouri,Christian,29043,676,2
Missouri,Clark,29045,42,0
Missouri,Clay,29047,1363,36
Missouri,Clinton,29049,132,0
Missouri,Cole,29051,831,8
Missouri,Cooper,29053,223,1
Missouri,Crawford,29055,179,1
Missouri,Dade,29057,27,0
Missouri,Dallas,29059,108,1
Missouri,Daviess,29061,24,0
Missouri,DeKalb,29063,65,1
Missouri,Dent,29065,38,0
Missouri,Douglas,29067,110,2
Missouri,Dunklin,29069,487,4
Missouri,Franklin,29071,1018,21
Missouri,Gasconade,29073,94,4
Missouri,Gentry,29075,93,9
Missouri,Greene,29077,3266,30
Missouri,Grundy,29079,43,1
Missouri,Harrison,29081,71,1
Missouri,Henry,29083,114,3
Missouri,Hickory,29085,63,0
Missouri,Holt,29087,62,0
Missouri,Howard,29089,114,0
Missouri,Howell,29091,255,3
Missouri,Iron,29093,48,0
Missouri,Jackson,29095,5462,77
Missouri,Jasper,29097,1617,15
Missouri,Jefferson,29099,2776,45
Missouri,Johnson,29101,592,3
Missouri,Joplin,NA,711,21
Missouri,Kansas City,NA,9183,96
Missouri,Knox,29103,38,0
Missouri,Laclede,29105,290,1
Missouri,Lafayette,29107,234,2
Missouri,Lawrence,29109,352,2
Missouri,Lewis,29111,59,2
Missouri,Lincoln,29113,559,1
Missouri,Linn,29115,47,1
Missouri,Livingston,29117,74,1
Missouri,Macon,29121,76,0
Missouri,Madison,29123,131,0
Missouri,Maries,29125,46,0
Missouri,Marion,29127,463,3
Missouri,McDonald,29119,1045,11
Missouri,Mercer,29129,17,0
Missouri,Miller,29131,245,1
Missouri,Mississippi,29133,234,0
Missouri,Moniteau,29135,188,2
Missouri,Monroe,29137,68,0
Missouri,Montgomery,29139,56,1
Missouri,Morgan,29141,118,0
Missouri,New Madrid,29143,407,4
Missouri,Newton,29145,1077,13
Missouri,Nodaway,29147,392,1
Missouri,Oregon,29149,50,0
Missouri,Osage,29151,78,1
Missouri,Ozark,29153,25,0
Missouri,Pemiscot,29155,328,9
Missouri,Perry,29157,388,4
Missouri,Pettis,29159,790,8
Missouri,Phelps,29161,208,0
Missouri,Pike,29163,143,1
Missouri,Platte,29165,484,11
Missouri,Polk,29167,317,1
Missouri,Pulaski,29169,385,2
Missouri,Putnam,29171,23,1
Missouri,Ralls,29173,109,0
Missouri,Randolph,29175,118,1
Missouri,Ray,29177,125,0
Missouri,Reynolds,29179,22,0
Missouri,Ripley,29181,87,0
Missouri,Saline,29195,543,7
Missouri,Schuyler,29197,18,0
Missouri,Scotland,29199,18,1
Missouri,Scott,29201,619,14
Missouri,Shannon,29203,52,1
Missouri,Shelby,29205,46,0
Missouri,St. Charles,29183,5693,108
Missouri,St. Clair,29185,27,0
Missouri,St. Francois,29187,1049,4
Missouri,St. Louis,29189,19278,729
Missouri,St. Louis city,29510,6147,188
Missouri,Ste. Genevieve,29186,109,1
Missouri,Stoddard,29207,294,9
Missouri,Stone,29209,274,2
Missouri,Sullivan,29211,173,0
