county,state,d_2020_03_30,d_2020_04_30,d_2020_05_30,d_2020_06_30,d_2020_07_30,d_2020_08_30
Morgan,Illinois,0.0290478127,0.0290478127,0.0290478127,0.0871434381,0.1452390635,0.5228606286
Washington,Rhode Island,0,0.08713423425,0.4039859952,0.4990415234,0.5069628174,0.5228054055
Walton,Georgia,0,0.04437935472,0.1331380642,0.3106554831,0.3550348378,0.521457418
Will,Illinois,0.008712104162,0.2192546214,0.3964007394,0.4660975727,0.4907818678,0.5212742324
Fulton,New York,0,0.01860707441,0.2232848929,0.3349273394,0.3721414882,0.5209980835
Dutchess,New York,0.01020776198,0.2381811129,0.5103880991,0.5410113851,0.551219147,0.5205958611
McCormick,South Carolina,0,0.1041016032,0.1041016032,0.2082032063,0.2082032063,0.5205080158
Oneida,New York,0,0.06066330996,0.2339870527,0.3986446083,0.4766402926,0.5199712283
Wilson,Texas,0,0.06224324661,0.1037387443,0.1037387443,0.3319639819,0.5186937217
Sutton,Texas,0,0,0,0,0.2587322122,0.5174644243
Grant,West Virginia,0,0,0,0,0,0.5154196375
Marion,Florida,0,0.01148201199,0.02009352099,0.02870502998,0.1607481679,0.5138200367
Castro,Texas,0,0.1284191601,0.1284191601,0.1284191601,0.2568383203,0.5136766406
Greenville,South Carolina,0.002006412494,0.07423726229,0.1143655122,0.162519412,0.3511221865,0.5136415985
Milwaukee,Wisconsin,0.01047988439,0.1896859074,0.3133485431,0.4087154911,0.4537789939,0.5124663465
Allen,Ohio,0,0.2219177554,0.3087551379,0.3666467262,0.4052411185,0.5113756971
El Paso,Texas,0,0.02507001698,0.09311720591,0.1551953432,0.309196876,0.5109508222
Gordon,Georgia,0.01760873393,0.2113048072,0.2817397429,0.3169572108,0.4050008804,0.510653284
Lyon,Kansas,0,0.03003093186,0.09009279558,0.210216523,0.3303402505,0.5105258416
Putnam,Florida,0,0.01374268202,0.06871341011,0.08245609213,0.2061402303,0.5084792348
Stanly,North Carolina,0,0.06545145139,0.06545145139,0.08181431423,0.1636286285,0.5072487482
Jasper,Texas,0,0.02816584047,0.05633168094,0.05633168094,0.1408292023,0.5069851284
Scott,Indiana,0.04211767679,0.08423535358,0.1263530304,0.3369414143,0.4632944447,0.5054121215
Allen,Indiana,0.005405171668,0.1486422209,0.2080991092,0.3243103001,0.4459266626,0.505383551
Jennings,Indiana,0.03606592852,0.1442637141,0.2163955711,0.4327911422,0.5049229992,0.5049229992
Fulton,Georgia,0.01565707866,0.1154709551,0.2250705058,0.3053130339,0.3747913205,0.5039622195
Tulare,California,0.002171661125,0.08686644501,0.1824195345,0.2736293018,0.3756973747,0.5038253811
O'Brien,Iowa,0,0,0,0.07188555819,0.07188555819,0.5031989073
Frederick,Maryland,0,0.2253775073,0.4225828262,0.4708780064,0.4869763998,0.5030747931
Clark,Indiana,0,0.1382862872,0.4148588616,0.4407875404,0.4494304334,0.501287791
Elkhart,Indiana,0,0.03438046404,0.1473448459,0.2259287637,0.3880080941,0.500972476
Echols,Georgia,0,0,0,0,0.2503755633,0.5007511267
Putnam,Ohio,0,0.2355088463,0.412140481,0.4710176926,0.5004562984,0.5004562984
Concordia,Louisiana,0,0.1997902203,0.2497377753,0.2996853304,0.3496328855,0.4994755507
Broomfield,Colorado,0,0.1361161525,0.3932244404,0.4537205082,0.483968542,0.499092559
Delaware,Oklahoma,0,0.3087006079,0.3799392097,0.3799392097,0.4511778116,0.4986702128
Falls Church city,Virginia,0,0.1421767257,0.5687069027,0.5687069027,0.426530177,0.4976185398
Washington,Iowa,0.04516099896,0.3161269927,0.3612879917,0.4064489907,0.4516099896,0.4967709886
White,Indiana,0,0,0.3303464508,0.4129330636,0.4129330636,0.4955196763
Live Oak,Texas,0,0,0,0,0.08248783304,0.4949269983
Weld,Colorado,0.03388417711,0.3218996825,0.4438827201,0.4642132263,0.4777668972,0.4947089857
Marshall,Indiana,0,0.02146153021,0.02146153021,0.06438459062,0.4506921343,0.4936151948
St. Mary's,Maryland,0,0.07172893635,0.1793223409,0.4572719692,0.4752042033,0.4931364374
Spartanburg,South Carolina,0,0.02978209434,0.06618243187,0.1588378365,0.2680388491,0.4930591175
Delaware,Indiana,0.008649321893,0.1297398284,0.32002491,0.4238167728,0.4584140603,0.4930113479
Grant,Indiana,0,0.1792543021,0.3585086042,0.4331978967,0.4780114723,0.4929493308
Jerauld,South Dakota,0,0.4928536225,0.4928536225,0.4928536225,0.4928536225,0.4928536225
Todd,South Dakota,0,0,0.09856100926,0.09856100926,0.3942440371,0.4928050463
Montgomery,Iowa,0,0,0,0.1969473166,0.2954209749,0.4923682915
Sullivan,New York,0,0.1595511295,0.3722859688,0.4121737512,0.4254696786,0.4919493159
Clayton,Georgia,0.007177050663,0.1076557599,0.1614836399,0.2834935012,0.3409099065,0.4916279704
Shelby,Kentucky,0,0.06412174582,0.0854956611,0.235113068,0.470226136,0.4916000513
Whitfield,Georgia,0.009629365714,0.03851746285,0.06740556,0.09629365714,0.2311047771,0.4910976514
Cochise,Arizona,0,0,0.0237569192,0.06335178454,0.3721917342,0.4909763302
Mississippi,Arkansas,0,0,0.04669515071,0.07004272606,0.1867806028,0.4902990824
Sarasota,Florida,0.004852672852,0.1019061299,0.1868279048,0.2353546333,0.2887340347,0.4901199581
Beadle,South Dakota,0,0.1088494612,0.272123653,0.3265483836,0.4898225754,0.4898225754
Geauga,Ohio,0,0.1383552751,0.3405668309,0.4469939656,0.457636679,0.4895648194
Alpena,Michigan,0,0.1747518524,0.3145533343,0.4194044457,0.4543548162,0.4893051866
Dorchester,South Carolina,0,0.01929583081,0.01929583081,0.01929583081,0.2379819134,0.488827714
Lyon,Kentucky,0,0.366479355,0.366479355,0.366479355,0.48863914,0.48863914
Franklin,Georgia,0,0.04441680732,0.04441680732,0.04441680732,0.1776672293,0.4885848805
Hudspeth,Texas,0,0,0,0,0.4880429478,0.4880429478
Clark,Kansas,0,0,0,0,0.4870920604,0.4870920604
Edwards,Texas,0,0,0,0,0,0.4866180049
McDonough,Illinois,0,0,0.3562753036,0.4858299595,0.4858299595,0.4858299595
Edgefield,South Carolina,0,0.03735664388,0.07471328776,0.1120699316,0.2241398633,0.4856363704
Tyrrell,North Carolina,0,0,0,0,0.2427773731,0.4855547463
Fairfax,Virginia,0.001748971823,0.1171811122,0.3349281041,0.4267491249,0.4538581881,0.4853396809
Collier,Florida,0.00274784157,0.05220898984,0.134644237,0.2033402762,0.33248883,0.4836201164
Lanier,Georgia,0,0.09646922632,0.1929384526,0.289407679,0.3858769053,0.4823461316
McDonald,Missouri,0,0,0,0.0438077715,0.3066544005,0.4818854865
Grady,Georgia,0,0.160475006,0.160475006,0.160475006,0.160475006,0.4814250181
Barrow,Georgia,0.02601219972,0.05202439944,0.1820853981,0.3251524965,0.4161951955,0.4812256949
Umatilla,Oregon,0,0,0.03901271815,0.06502119691,0.2860932664,0.4811568571
Choctaw,Mississippi,0,0.1201778632,0.2403557265,0.480711453,0.480711453,0.480711453
Richland,South Carolina,0.004898802977,0.08083024913,0.1616604983,0.2033003236,0.315972792,0.4800826918
Giles,Tennessee,0,0,0,0.03428532245,0.2742825796,0.4799945143
Kings,California,0,0.006663334999,0.02665334,0.19990005,0.35982009,0.4797601199
Webster,Louisiana,0.02523277232,0.1009310893,0.1766294063,0.2775604956,0.3280260402,0.4794226742
Sumner,Tennessee,0,0.2061591437,0.2507340937,0.289737175,0.3788870749,0.4791807124
Prince Edward,Virginia,0,0.08712319219,0.08712319219,0.1306847883,0.3920543649,0.4791775571
Erie,Ohio,0.01330919932,0.03992759796,0.1863287905,0.292802385,0.332729983,0.4791311755
Union,New Mexico,0,0,0,0,0,0.4790419162
Oldham,Texas,0.4784688995,0.4784688995,0.4784688995,0.4784688995,0.4784688995,0.4784688995
Union,Arkansas,0,0,0.2013490386,0.3271921877,0.4026980771,0.4782039666
Columbia,Florida,0,0.02894146589,0.02894146589,0.04341219883,0.1447073294,0.4775341871
Lake,South Dakota,0,0,0,0.07952918721,0.1590583744,0.4771751233
Garza,Texas,0,0,0,0,0.3180661578,0.4770992366
Lapeer,Michigan,0,0.2834402848,0.4081540101,0.4308292329,0.4421668443,0.4761796785
Harris,Texas,0.001520904947,0.02476902342,0.05018986326,0.08212886715,0.2620301952,0.475391432
Iosco,Michigan,0,0.1584346655,0.3564779974,0.3960866638,0.4753039965,0.4753039965
Lexington,South Carolina,0.003492644491,0.05238966736,0.1152572682,0.17113958,0.3387865156,0.4749996507
Polk,Iowa,0,0.07379700342,0.2635607265,0.3732019887,0.4238056482,0.4744093077
Lamar,Mississippi,0,0.03266746157,0.08166865394,0.1143361155,0.1960047694,0.4736781928
Navarro,Texas,0,0.04116666324,0.04116666324,0.1234999897,0.2469999794,0.4734166272
Prentiss,Mississippi,0,0.03943217666,0.11829653,0.11829653,0.2365930599,0.4731861199
Nez Perce,Idaho,0.02490349894,0.4482629809,0.4731664799,0.4731664799,0.4731664799,0.4731664799
Wilkin,Minnesota,0,0.4729623207,0.4729623207,0.4729623207,0.4729623207,0.4729623207
Phillips,Arkansas,0,0.05253756436,0.05253756436,0.1576126931,0.3152253862,0.4728380792
Stanislaus,California,0,0.02410527702,0.05191905819,0.07787858728,0.1928422161,0.4728342799
Livingston,Louisiana,0,0.1086082933,0.2027354809,0.2679004569,0.3475465387,0.4706359378
Buckingham,Virginia,0,0,0.1764290755,0.2352387673,0.352858151,0.4704775347
Tuscaloosa,Alabama,0,0.004849354793,0.06789096711,0.1842754821,0.305509352,0.470387415
Wood,Ohio,0,0.1539219308,0.3540204408,0.3925009235,0.4463735993,0.4694618889
Ashtabula,Ohio,0,0.1528491074,0.3464579767,0.4381674411,0.4483573816,0.4687372626
Kittitas,Washington,0,0,0,0,0.3792526492,0.4684885666
Guthrie,Iowa,0,0,0.2810567735,0.3747423646,0.4684279558,0.4684279558
Yoakum,Texas,0,0,0,0,0.1166725003,0.4666900012
Evans,Georgia,0,0,0,0,0.09322270905,0.4661135453
Worcester,Maryland,0,0.03878675045,0.2521138779,0.3102940036,0.349080754,0.4654410054
Cerro Gordo,Iowa,0,0,0.0232644705,0.0232644705,0.3954959985,0.46528941
Warren,New York,0,0.1395781638,0.449751861,0.4807692308,0.4807692308,0.4652605459
Colfax,Nebraska,0,0,0.3717472119,0.3717472119,0.3717472119,0.4646840149
Dallas,Iowa,0,0,0.2380895693,0.3452298755,0.4166567463,0.4642746601
Cherokee,Alabama,0,0,0.1160406916,0.2707616137,0.3094418443,0.4641627664
Guadalupe,Texas,0,0,0,0.006445915546,0.2384988752,0.4641059193
Charlton,Georgia,0,0,0.07702380035,0.1540476007,0.2310714011,0.4621428021
Winston,Alabama,0,0,0,0.1256544503,0.4188481675,0.4607329843
Wicomico,Maryland,0.009787417296,0.06851192107,0.2936225189,0.4012841091,0.430646361,0.4600086129
Jefferson,Alabama,0,0.06970837652,0.1545707479,0.2151867275,0.3364186867,0.4591660454
Lafayette,Louisiana,0.004165087404,0.08330174809,0.1082922725,0.174933671,0.3457022546,0.4581596145
Martinsville city,Virginia,0,0,0.07633005114,0.07633005114,0.2289901534,0.4579803068
Cuyahoga,Ohio,0.003190344741,0.08932965274,0.1802544778,0.2903213714,0.3708775761,0.4578144703
Somervell,Texas,0,0,0,0,0,0.4575088642
Ulster,New York,0.005577151526,0.03904006068,0.2621261217,0.2732804248,0.2732804248,0.4573264251
Bradley,Arkansas,0,0.09134088418,0.09134088418,0.1826817684,0.2740226525,0.4567044209
Lauderdale,Tennessee,0,0,0.03802715139,0.07605430277,0.2281629083,0.4563258166
Racine,Wisconsin,0,0.06141311579,0.1842393474,0.3224188579,0.3838319737,0.4554806088
Surry,Virginia,0,0.1515151515,0.1515151515,0.1515151515,0.303030303,0.4545454545
Hernando,Florida,0,0.02736786793,0.02736786793,0.02736786793,0.158733634,0.4543066077
Sioux,North Dakota,0,0,0,0,0,0.4532064355
Wyandot,Ohio,0,0.09046908219,0.09046908219,0.1809381644,0.2261727055,0.452345411
Berrien,Michigan,0.006459656217,0.09689484326,0.3165231546,0.387579373,0.4134179979,0.4521759352
Burke,North Dakota,0,0,0,0,0,0.4518752824
Clinton,Illinois,0,0.07972786223,0.4517912193,0.4517912193,0.4517912193,0.4517912193
Rogers,Oklahoma,0,0.03303455414,0.05505759024,0.06606910829,0.1431497346,0.45147224
Rowan,North Carolina,0.007163067225,0.157587479,0.2650334873,0.3080118907,0.3581533613,0.4512732352
Dickens,Texas,0,0,0,0,0.4512635379,0.4512635379
Douglas,Georgia,0.007050197406,0.07755217146,0.1762549351,0.2538071066,0.3313592781,0.451212634
Otsego,Michigan,0,0.3279091692,0.4098864615,0.4098864615,0.4098864615,0.4508751076
Kershaw,South Carolina,0.03107471916,0.1553735958,0.2175230341,0.2330603937,0.3418219108,0.4505834279
Robeson,North Carolina,0,0.02248167743,0.1648656345,0.2922618066,0.3821885164,0.4496335487
White,Georgia,0,0,0.1037057522,0.1382743363,0.1728429204,0.4493915929
Andrews,Texas,0,0,0,0,0.33673813,0.4489841733
Clay,Alabama,0,0.07474958888,0.1494991778,0.1494991778,0.3737479444,0.4484975333
Franklin,North Carolina,0,0.2927490678,0.3235647592,0.3235647592,0.3851961419,0.4468275246
Nicollet,Minnesota,0,0.05920137347,0.2960068674,0.3552082408,0.3848089276,0.444010301
Forest,Wisconsin,0,0,0.1108893324,0.3326679973,0.4435573298,0.4435573298
Blanco,Texas,0,0,0.08866034223,0.08866034223,0.1773206845,0.4433017111
Pinal,Arizona,0,0.02620788571,0.09291886753,0.1596298494,0.3144946286,0.4431515221
Tom Green,Texas,0,0.008513101663,0.008513101663,0.008513101663,0.1362096266,0.4426812865
Wilson,North Carolina,0,0.07376807318,0.1229467886,0.2213042195,0.3934297236,0.4426084391
Pike,Georgia,0,0.1106072337,0.1106072337,0.1659108506,0.1659108506,0.4424289349
Houston,Georgia,0.01318548015,0.09229836104,0.1120765813,0.1516330217,0.2900805633,0.441713585
Marshall,Alabama,0,0.06306164276,0.09459246413,0.09459246413,0.30479794,0.4414314993
Griggs,North Dakota,0,0,0,0,0,0.4413062665
Franklin,Ohio,0.001568217869,0.05723995223,0.203868323,0.3167800096,0.3975432299,0.4406692213
Richland,Louisiana,0,0,0.1465273029,0.1953697372,0.2930546058,0.4395819088
Quitman,Georgia,0,0.4393673111,0.4393673111,0.4393673111,0.4393673111,0.4393673111
Union,Georgia,0,0.04390779363,0.04390779363,0.1317233809,0.2634467618,0.4390779363
Carbon,Pennsylvania,0,0.2346279583,0.3754047332,0.406688461,0.4379721888,0.4379721888
Owyhee,Idaho,0,0,0,0,0,0.4364906155
Cass,North Dakota,0.005740462222,0.06888554666,0.2812826489,0.3788705067,0.4362751289,0.4362751289
McMinn,Tennessee,0,0.01894908381,0.2652871734,0.3221344248,0.3789816762,0.4358289277
Ector,Texas,0,0.02526177514,0.03157721893,0.0442081065,0.3094567455,0.4357656213
Summit,Ohio,0.009228327273,0.09043760728,0.3174544582,0.3783614182,0.3986637382,0.4355770473
Lancaster,South Carolina,0,0.04466977866,0.05583722333,0.134009336,0.234516338,0.4355303419
Henry,Indiana,0,0.02062578636,0.2268836499,0.3093867954,0.3712641544,0.4331415135
Allen,Kentucky,0,0,0.1442723863,0.336635568,0.3847263634,0.4328171588
Irwin,Georgia,0,0.1078981442,0.1078981442,0.1078981442,0.1078981442,0.4315925766
Brantley,Georgia,0,0.107752815,0.107752815,0.107752815,0.2155056301,0.4310112602
Faulk,South Dakota,0,0,0,0.4306632214,0.4306632214,0.4306632214
Poweshiek,Iowa,0.05374899221,0.1074979844,0.4299919377,0.4299919377,0.4299919377,0.4299919377
Tolland,Connecticut,0.02644295923,0.2379866331,0.376812169,0.4230873477,0.4363088273,0.4296980875
Boone,Illinois,0,0.1678916539,0.3171286796,0.3917471925,0.4290564489,0.4290564489
Hancock,Mississippi,0.02143484878,0.1071742439,0.2357833365,0.2786530341,0.3000878829,0.4286969755
Heard,Georgia,0.08563843453,0.08563843453,0.1712768691,0.2569153036,0.2569153036,0.4281921726
Tioga,New York,0,0.1223366296,0.3466204506,0.3670098889,0.3873993271,0.4281782037
Galveston,Texas,0,0.07948906872,0.1131190593,0.122290875,0.2812690124,0.4280180624
Bay,Florida,0,0.01643997764,0.01643997764,0.02191997019,0.1150798435,0.4274394187
Merced,California,0,0.01114930781,0.02601505157,0.04088079532,0.1449410016,0.4273901329
Newton,Texas,0,0,0,0,0.2845557374,0.426833606
Meriwether,Georgia,0,0.0473641832,0.09472836641,0.09472836641,0.236820916,0.4262776488
Manassas Park city,Virginia,0,0.06089021494,0.3653412897,0.3653412897,0.4262315046,0.4262315046
Sedgwick,Colorado,0,0,0,0,0.4255319149,0.4255319149
Jefferson,Florida,0,0.1417936902,0.2126905353,0.2835873804,0.3544842255,0.4253810705
McNairy,Tennessee,0,0,0,0,0.1930278346,0.4246612362
Shiawassee,Michigan,0,0.1460003212,0.3796008351,0.4088008994,0.4088008994,0.4234009315
Gunnison,Colorado,0.06047046018,0.3023523009,0.3628227611,0.3628227611,0.3628227611,0.4232932213
Linn,Iowa,0.009004101368,0.1935881794,0.342155852,0.3691681561,0.3916784095,0.4231927643
Riverside,California,0.003776298774,0.06251872415,0.1422405872,0.19175206,0.2886770618,0.4225258739
Jackson,Mississippi,0,0.0422493557,0.09154027068,0.1126649485,0.2394130156,0.422493557
Potter,Texas,0,0.06617093607,0.2481410103,0.3225833133,0.3473974144,0.4218397175
Broome,New York,0.01543194,0.0771597,0.257199,0.31378278,0.39094248,0.42180636
Chatham,Georgia,0.00696745155,0.03135353198,0.0836094186,0.1288978537,0.2299259012,0.4215308188
Desha,Arkansas,0,0,0,0.08412551527,0.1682510305,0.4206275763
Hamilton,Florida,0,0,0,0.1401639919,0.2102459878,0.4204919756
Niagara,New York,0,0.06140649208,0.240902392,0.3117560367,0.3212031894,0.420398292
Grayson,Kentucky,0,0.1910000764,0.3056001222,0.3820001528,0.4202001681,0.4202001681
Dawson,Nebraska,0,0,0.2940682238,0.3360779701,0.3780877164,0.4200974626
Madison,Tennessee,0,0.01023730063,0.02047460126,0.02047460126,0.1126103069,0.4197293258
San Joaquin,California,0.008194348085,0.03414311702,0.04780036383,0.0710176834,0.2062244268,0.419277477
Jefferson,Texas,0,0.08228517691,0.1057952275,0.129305278,0.2507738725,0.4192625681
Twin Falls,Idaho,0,0.1314751512,0.2749025889,0.3107594483,0.3705208806,0.4183300265
Autauga,Alabama,0,0.07246376812,0.07246376812,0.2173913043,0.3804347826,0.4166666667
Mercer,Ohio,0,0.02450620007,0.1715434005,0.1960496005,0.3185806009,0.4166054012
Rankin,Mississippi,0.006612007405,0.03306003703,0.04628405184,0.07934408887,0.1785241999,0.4165564665
Orange,Texas,0,0.01189810463,0.02379620926,0.0356943139,0.1784715695,0.4164336621
Anne Arundel,Maryland,0.001761506158,0.1602970604,0.3029790592,0.3646317748,0.3804853302,0.4157154533
Jefferson,Colorado,0.008765363491,0.127974307,0.2997754314,0.3663921939,0.3961944298,0.4154782295
East Carroll,Louisiana,0,0,0,0.1384083045,0.1384083045,0.4152249135
Joplin,Missouri,0,0,0,0.05922182522,0.3750715597,0.4145527765
Haywood,North Carolina,0,0,0,0,0.03309450135,0.4136812669
Crane,Texas,0,0,0.4133085348,1.653234139,0.4133085348,0.4133085348
Sumter,Florida,0,0.1074389045,0.1404970289,0.1404970289,0.22314234,0.4132265556
Rock Island,Illinois,0,0.06195147135,0.185854414,0.1996214077,0.2065049045,0.413009809
Monroe,Illinois,0,0.2946723244,0.3241395568,0.3830740217,0.3830740217,0.4125412541
Hardin,Ohio,0,0,0,0.3804451208,0.3804451208,0.4121488809
Trinity,Texas,0,0,0,0,0.1372777816,0.4118333448
Washington,North Carolina,0,0.1645278052,0.2467917078,0.2467917078,0.2467917078,0.411319513
Wayne,North Carolina,0,0.08064386058,0.1612877212,0.2096740375,0.2983822842,0.411283689
Smith,Tennessee,0,0.05139274334,0.05139274334,0.05139274334,0.1027854867,0.4111419468
Lebanon,Pennsylvania,0,0.06490041392,0.2379681844,0.3100797554,0.3894024835,0.4110359548
Shelby,Tennessee,0.001067230164,0.05015981772,0.1184625482,0.2049081915,0.2934882952,0.4108836132
Miami,Ohio,0.04770992366,0.2576335878,0.286259542,0.2958015267,0.3435114504,0.4103053435
LaSalle,Illinois,0.01811577794,0.009057888968,0.1177525566,0.1539841125,0.1630420014,0.4076050036
Renville,Minnesota,0,0,0,0.1358603356,0.3396508389,0.4075810067
Quitman,Mississippi,0,0,0,0,0.1356483993,0.406945198
Coles,Illinois,0,0.01932890057,0.2899335086,0.3285913097,0.3672491109,0.405906912
Williamsburg city,Virginia,0.06762239654,0.06762239654,0.2704895862,0.4057343792,0.4057343792,0.4057343792
Abbeville,South Carolina,0,0,0,0,0.2838950399,0.4055643428
Stark,Ohio,0.005355110784,0.1338777696,0.2436575407,0.2998862039,0.3400495348,0.4043108642
Colbert,Alabama,0,0.03670061474,0.03670061474,0.09175153684,0.201853381,0.4037067621
Prince William,Virginia,0,0.05254527104,0.2276961745,0.3152716262,0.3700062835,0.4028470779
Steuben,New York,0,0.11348747,0.185706769,0.1960238117,0.1960238117,0.4023646662
DeKalb,Georgia,0.004036669102,0.06324114927,0.1507023131,0.2327812516,0.2866035063,0.4009757975
Swisher,Texas,0,0,0,0.1336183859,0.2672367718,0.4008551577
Dubois,Indiana,0,0,0.07072469235,0.1414493847,0.2357489745,0.4007732566
Portage,Ohio,0.006148397728,0.2459359091,0.3504586705,0.3566070682,0.3689038637,0.3996458523
Washington,Idaho,0,0,0,0,0.1995012469,0.3990024938
Garfield,Utah,0,0,0,0,0.3986446083,0.3986446083
Clay,Arkansas,0,0,0,0.1991899608,0.2655866144,0.3983799217
Citrus,Florida,0.01397751019,0.07687630602,0.08386506112,0.09085381621,0.1817076324,0.3983590403
Albany,New York,0.003252815312,0.1723992115,0.4618997743,0.5171976346,0.5497257877,0.396843468
Hillsborough,Florida,0.001450449385,0.01668016793,0.05874320011,0.1000810076,0.2400493733,0.3966979069
Adams,Colorado,0,0.1267312393,0.2413928367,0.3117990807,0.3379499713,0.3962865735
Alexandria city,Virginia,0,0.1341810166,0.2811411776,0.3642056164,0.3642056164,0.3961534775
New London,Connecticut,0,0.1338882256,0.3310014467,0.3793499727,0.38306909,0.3942264422
Newberry,South Carolina,0,0.02626878218,0.02626878218,0.1050751287,0.2101502574,0.3940317327
Grant,Kansas,0,0,0,0.131302521,0.262605042,0.393907563
Kit Carson,Colorado,0,0.261951539,0.3929273084,0.3929273084,0.3929273084,0.3929273084
Graham,Kansas,0,0,0,0,0,0.3929273084
Putnam,Tennessee,0,0.0654107797,0.0654107797,0.09157509158,0.1700680272,0.3924646782
Houston,Texas,0,0,0,0,0.1742539752,0.3920714441
Bay,Michigan,0,0.03817303838,0.2194949707,0.2862977879,0.2958410475,0.3912736434
Hart,Georgia,0,0,0,0,0.03901525496,0.3901525496
Jackson,Michigan,0.00629275138,0.232831801,0.2957593148,0.3272230717,0.3461013259,0.3901505855
Brazoria,Texas,0,0.01694920042,0.03389840084,0.05932220148,0.1751417377,0.3898316097
Midland,Texas,0.006090356529,0.03654213918,0.07308427835,0.09135534794,0.2009817655,0.3897828179
Palo Pinto,Texas,0,0.0353144754,0.07062895081,0.07062895081,0.176572377,0.3884592294
Hardin,Tennessee,0,0,0.07760661208,0.1940165302,0.2716231423,0.3880330604
Gallatin,Illinois,0,0,0,0,0,0.3878223774
Simpson,Kentucky,0.05536178929,0.1107235786,0.1660853679,0.1660853679,0.3321707358,0.3875325251
Muskegon,Michigan,0.01155782089,0.09824147755,0.208040776,0.2947244327,0.3293978953,0.3871869998
Franklin,Mississippi,0,0.128915818,0.2578316359,0.2578316359,0.3867474539,0.3867474539
Hood,Texas,0,0.05272315074,0.05272315074,0.07029753431,0.123020685,0.3866364387
Weakley,Tennessee,0,0,0,0.02973889252,0.05947778505,0.3866056028
Muhlenberg,Kentucky,0,0.1286959879,0.2252179788,0.2573919758,0.2895659728,0.3860879637
Onondaga,New York,0,0.0753917138,0.2757182676,0.3834207159,0.4028071566,0.3855747649
Sullivan,Indiana,0,0,0.04809542132,0.04809542132,0.04809542132,0.3847633705
Schley,Georgia,0,0.1919017463,0.1919017463,0.1919017463,0.1919017463,0.3838034926
Okaloosa,Florida,0.004981642647,0.01992657059,0.02988985588,0.02988985588,0.1195594235,0.3835864838
Charlottesville city,Virginia,0,0.04251519918,0.06377279878,0.06377279878,0.1913183963,0.3826367927
Osceola,Florida,0.002953171559,0.02067220091,0.05611025961,0.07087611741,0.1890029798,0.3809591311
Gregg,Texas,0,0,0.04858535637,0.1133658315,0.1781463067,0.3805852916
Mercer,West Virginia,0,0,0,0,0.04959825414,0.3802532818
Jackson,Georgia,0,0.03041593795,0.07603984488,0.1520796898,0.1977035967,0.3801992244
McHenry,Illinois,0.006497958017,0.1104652863,0.2371754676,0.3151509638,0.3671346279,0.380130544
Belmont,Ohio,0,0.1022315691,0.1752541185,0.3066947073,0.3797172567,0.3797172567
Grayson,Virginia,0,0,0,0.1264942129,0.2529884258,0.3794826387
Washington,Ohio,0,0.1977880701,0.3131644443,0.3296467835,0.3461291226,0.379093801
Etowah,Alabama,0,0.08743041996,0.1068594022,0.1262883844,0.184575331,0.3788651531
Jim Hogg,Texas,0,0,0,0,0.1893222264,0.3786444529
Pike,Pennsylvania,0.01801866734,0.2522613428,0.3423546794,0.3603733468,0.3783920141,0.3783920141
Seminole,Florida,0,0.01757909494,0.02636864241,0.03515818988,0.1582118545,0.3779505412
Aiken,South Carolina,0,0.03594407103,0.04193474953,0.05990678504,0.1437762841,0.3774127458
Davidson,Tennessee,0.004385855907,0.04093465513,0.09064102208,0.1652005725,0.285080634,0.377183608
Polk,Texas,0,0,0,0,0.1672345674,0.3762777766
Lumpkin,Georgia,0,0.0625958499,0.03129792495,0.09389377484,0.1877875497,0.3755750994
Robertson,Tennessee,0,0,0.04326257499,0.1586294416,0.2307337333,0.3749423166
Minnehaha,South Dakota,0,0.06425737219,0.2623842698,0.3052225179,0.337351204,0.3748346711
Franklin,Texas,0,0,0,0,0.09364172675,0.374566907
Kenosha,Wisconsin,0,0.07128854037,0.1782213509,0.255450603,0.3029762966,0.3742648369
Perry,Illinois,0,0,0,0.04676393565,0.04676393565,0.3741114852
Ohio,Kentucky,0,0,0,0,0.2492625981,0.3738938972
Howard,Arkansas,0,0,0,0.07468817686,0.1493763537,0.3734408843
Berkeley,South Carolina,0,0.04783201397,0.07653122235,0.1052304307,0.2726424796,0.3730897089
Dubuque,Iowa,0.01033036508,0.0413214603,0.1859465714,0.2272680317,0.2892502221,0.3718931427
Howard,Maryland,0.003171311052,0.06025490998,0.183936041,0.2663901283,0.3329876604,0.371043393
Cleveland,North Carolina,0,0.02058481458,0.02058481458,0.04116962916,0.1338012948,0.3705266625
Amador,California,0,0,0,0,0,0.3700864416
Okeechobee,Florida,0,0,0,0,0.04929508035,0.3697131026
Custer,Nebraska,0,0.2770083102,0.3693444137,0.3693444137,0.3693444137,0.3693444137
Gwinnett,Georgia,0.002216562599,0.06317203407,0.140751725,0.1884078209,0.2526881363,0.3690576727
Madison,Illinois,0,0.0790454323,0.2258440923,0.2559566379,0.2710129108,0.3688786841
Northumberland,Pennsylvania,0,0,0.03249390739,0.05415651232,0.1191443271,0.3682642838
Hamilton,Indiana,0,0.2024707762,0.3131969819,0.3321786172,0.3543238583,0.3669782818
Clay,Florida,0.02412068059,0.07236204177,0.1350758113,0.164020628,0.2267343975,0.366634345
Dallas,Texas,0.004252765844,0.04020796798,0.0881482375,0.1442074236,0.256712411,0.3661244777
Cass,Texas,0,0.06647389238,0,0.06647389238,0.1661847309,0.3656064081
